ID,Source,x,y,R,G,B,size
74071,2251044762731468288,296.07685456652,69.33696276214,71,110,230,3.3868507783188955
9395,268536134330778624,86.62678018051001,56.11531427049,70,130,248,3.385265554974585
27596,599730751970496640,129.27390931303998,9.655560830630002,71,118,238,3.3783800013269465
75477,2592836679597890688,23.978845183,17.43393324153,66,148,255,3.37822200841552
21097,476166638812476416,69.10056513484,64.26156415603,70,97,214,3.376965083378239
33310,1120722620121914880,138.96777643235,72.94607194906,70,133,250,3.371341058269808
27843,651636393815708800,127.15551782324,14.210769792610002,69,138,252,3.3666424266741464
76255,2832463659640297472,346.87016480276003,21.134030591020004,64,153,255,3.365869166633641
34557,1625248992408317952,248.1072249659,60.82325166177,70,105,224,3.3612480401972094
27982,662418204838563072,125.84076871296,18.33207549731,70,133,250,3.3593424093875237
33693,1233902704963092608,214.0174380119,18.911664282910003,65,150,255,3.352384053287942
78337,679023579196041856,125.13380005572,24.02222683649,69,92,207,3.348711052364692
12509,374478374633139712,15.72595246533,41.34513133704,70,128,246,3.345379841997133
33566,1175750359592418176,216.00362997495,8.24390715666,71,110,230,3.340073054624197
76453,2866785052540493952,357.41446706815003,28.842502189540006,70,133,250,3.3325708389348794
33887,1335756411268494080,261.69211852331,34.69599266803,69,94,211,3.3273633286340614
23666,517534664294712960,41.20727616114,67.82448892389,71,120,240,3.3220469738785665
1977,182071570715713024,79.07559666991,34.31251139077,59,160,253,3.3196925844477203
82776,3011731024732307712,88.03219249396,-9.04175858024,71,118,238,3.3161796417368805
73541,2232423983561258112,354.79250880607003,75.2929433138,71,118,238,3.3137768223104063
1319,6803919687302528,45.46807230961,5.33621919396,56,244,145,3.3049829068325765
62481,2085224321778525696,299.83515963531,45.7724583684,70,133,250,3.3018726025183796
42139,1924499223851942272,349.59711380627,41.77362397409001,69,140,253,3.3000424732963034
82448,1810687847547417856,309.77069622254,15.8381295966,63,62,156,3.293515352950611
75989,2759948634405916288,354.97972935423,9.67725035455,69,138,252,3.290011315437954
18449,448152697443908480,53.41243208321,54.97485869949001,71,120,240,3.2891542329192696
76143,526024715129959296,14.62991401447,66.35173619401999,70,97,214,3.284139646522439
375,145259990135756928,65.884927558,20.98189032686,70,107,227,3.274106300480625
81518,2955248214762066176,79.84867074664001,-27.36892210217,69,92,207,3.267722094072387
80696,1374695306328813696,234.84260630488,36.63681234775999,66,73,177,3.264294594433742
34143,1403076622018971264,239.76846526028,49.88079899005999,62,155,254,3.257442628946161
14304,45142206521351552,61.92552108069,15.162685906660002,53,171,248,3.249890807822621
81133,1616457469231459840,230.65532800355,62.04692093366,69,92,207,3.2478166622708127
23707,518109468363459968,30.71851036456,64.90140922037,70,102,221,3.2432865409325
60478,508656210984467840,29.63861270118,61.69774189282,69,94,211,3.238410421381225
28553,763335539562111616,166.12974288103,38.24136548584,70,130,248,3.232820726893428
3051,13898793343318144,47.161619603690006,8.471402351950001,50,242,152,3.228789779375071
86837,3042058853965020928,115.14809047477,-8.18554363181,70,128,246,3.227913257015568
80423,2946813453049392768,99.64756523978,-16.87365617854,70,107,227,3.225646638898577
68995,2186085478327859840,304.60305823916,55.39695665068001,70,105,224,3.22457400790811
67098,2172666007638706176,322.58486444482,52.95806801783,71,118,238,3.216404704806551
75068,2348342573897042304,9.02822400614,-22.84256445537,65,150,255,3.2084077633061217
32931,1056193279119417728,170.71346551321,64.3306660311,71,115,235,3.207868986669027
15672,47752481485851136,65.10514180468,18.74248853644,53,171,248,3.2058553359354383
29080,388066478631001728,11.5452117672,44.86147424815,68,86,199,3.201882564565791
34194,1418298742029999488,268.8488399785,55.97194307603001,59,160,253,3.19955284508676
34438,1559292485314843008,205.97810999022,52.06438914377,70,97,214,3.1931294113531283
33210,1106747277578529664,97.06034910289,70.53536967984,71,120,240,3.1919486745596464
28370,693039912908555392,135.45318805882,27.90224127547,68,143,254,3.191715546767437
64690,146841775050361472,70.80738729306,24.08883165135,34,197,226,3.1906829125526412
27315,568948068526015104,32.35443348413,81.29597311708,71,123,242,3.1866201055777603
